JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.52999997139,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.52999997139,0.0,0.469999998808
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.469999998808
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.52999997139,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.5,0.0,0.449999988079
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.519999980927,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.519999980927,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.460000008345
0.509999990463,0.0,0.449999988079
0.509999990463,0.0,0.449999988079
